#	alphatic	aromatic	postivecharge	negativecharge	uncharge
sp|Q9NQ94|A1CF_HUMAN	0.41919191919191917	0.09090909090909091	0.12962962962962962	0.10774410774410774	0.25252525252525254
sp|A8K2U0|A2ML1_HUMAN	0.37276478679504815	0.10041265474552957	0.09903713892709766	0.10110041265474554	0.32668500687757906
sp|O15254|ACOX3_HUMAN	0.4142857142857143	0.09714285714285714	0.13285714285714287	0.10857142857142857	0.24714285714285714
sp|P86434|AAS1_HUMAN	0.32075471698113206	0.08176100628930817	0.1069182389937107	0.0880503144654088	0.4025157232704403
sp|P05408|7B2_HUMAN	0.3490566037735849	0.08018867924528301	0.14622641509433962	0.14150943396226415	0.2830188679245283
sp|P0DMS8|AA3R_HUMAN	0.4716981132075472	0.1320754716981132	0.09433962264150944	0.0440251572327044	0.2578616352201258
sp|Q8N0Z2|ABRA_HUMAN	0.32808398950131235	0.06036745406824147	0.19160104986876642	0.14698162729658792	0.27296587926509186
sp|Q16671|AMHR2_HUMAN	0.38219895287958117	0.06806282722513089	0.10471204188481675	0.10471204188481675	0.3403141361256545
sp|Q9GZX7|AICDA_HUMAN	0.31313131313131315	0.15656565656565657	0.19696969696969696	0.11616161616161616	0.21717171717171718
sp|Q86TY3|ARMD4_HUMAN	0.3462532299741602	0.04521963824289406	0.08527131782945736	0.1834625322997416	0.3397932816537468
