#	alphaticr.alphaticr	alphaticr.aromatic	alphaticr.postivecharger	alphaticr.negativecharger	alphaticr.uncharger	aromatic.alphaticr	aromatic.aromatic	aromatic.postivecharger	aromatic.negativecharger	aromatic.uncharger	postivecharger.alphaticr	postivecharger.aromatic	postivecharger.postivecharger	postivecharger.negativecharger	postivecharger.uncharger	negativecharger.alphaticr	negativecharger.aromatic	negativecharger.postivecharger	negativecharger.negativecharger	negativecharger.uncharger	uncharger.alphaticr	uncharger.aromatic	uncharger.postivecharger	uncharger.negativecharger	uncharger.uncharger
sp|Q9NQ94|A1CF_HUMAN	0.15345699831365936	0.050590219224283306	0.06408094435075885	0.04384485666104553	0.10792580101180438	0.04215851602023609	0.0016863406408094434	0.0016863406408094434	0.013490725126475547	0.03035413153456998	0.06070826306913996	0.006745362563237774	0.016863406408094434	0.01517706576728499	0.03035413153456998	0.050590219224283306	0.011804384485666104	0.013490725126475547	0.016863406408094434	0.01517706576728499	0.11129848229342328	0.02023608768971332	0.03372681281618887	0.01854974704890388	0.06913996627318718
sp|A8K2U0|A2ML1_HUMAN	0.13007570543702685	0.03509979353062629	0.04542326221610461	0.043358568479008944	0.11906400550584996	0.0364762560220234	0.01032346868547832	0.006882312456985547	0.006194081211286993	0.040605643496214726	0.03372333103922918	0.008258774948382657	0.009635237439779766	0.009635237439779766	0.03785271851342051	0.04198210598761184	0.006882312456985547	0.008258774948382657	0.012388162422573986	0.030970406056434963	0.13007570543702685	0.03991741225051618	0.028905712319339298	0.029593943565037854	0.09841706813489333
sp|O15254|ACOX3_HUMAN	0.1759656652360515	0.03719599427753934	0.05436337625178827	0.04864091559370529	0.09728183118741059	0.04005722460658083	0.004291845493562232	0.020028612303290415	0.011444921316165951	0.02145922746781116	0.05007153075822604	0.015736766809728183	0.011444921316165951	0.015736766809728183	0.04005722460658083	0.045779685264663805	0.01430615164520744	0.010014306151645207	0.010014306151645207	0.02861230329041488	0.10157367668097282	0.02575107296137339	0.03719599427753934	0.022889842632331903	0.060085836909871244
sp|P86434|AAS1_HUMAN	0.14556962025316456	0.0189873417721519	0.0379746835443038	0.02531645569620253	0.0949367088607595	0.0	0.0	0.006329113924050633	0.012658227848101266	0.06329113924050633	0.03164556962025317	0.012658227848101266	0.0189873417721519	0.012658227848101266	0.03164556962025317	0.02531645569620253	0.0189873417721519	0.006329113924050633	0.006329113924050633	0.03164556962025317	0.11392405063291139	0.03164556962025317	0.0379746835443038	0.03164556962025317	0.18354430379746836
sp|P05408|7B2_HUMAN	0.13270142180094788	0.03317535545023697	0.04265402843601896	0.052132701421800945	0.09004739336492891	0.018957345971563982	0.004739336492890996	0.0	0.009478672985781991	0.04739336492890995	0.052132701421800945	0.009478672985781991	0.02843601895734597	0.023696682464454975	0.03317535545023697	0.02843601895734597	0.023696682464454975	0.023696682464454975	0.018957345971563982	0.04265402843601896	0.11374407582938388	0.009478672985781991	0.052132701421800945	0.037914691943127965	0.07109004739336493
sp|P0DMS8|AA3R_HUMAN	0.22082018927444794	0.056782334384858045	0.03785488958990536	0.025236593059936908	0.13249211356466878	0.07886435331230283	0.022082018927444796	0.015772870662460567	0.0	0.015772870662460567	0.03785488958990536	0.012618296529968454	0.015772870662460567	0.00946372239747634	0.01892744479495268	0.012618296529968454	0.00946372239747634	0.006309148264984227	0.0	0.012618296529968454	0.11987381703470032	0.031545741324921134	0.01892744479495268	0.00946372239747634	0.07886435331230283
sp|Q8N0Z2|ABRA_HUMAN	0.09473684210526316	0.021052631578947368	0.05789473684210526	0.04736842105263158	0.10789473684210527	0.021052631578947368	0.0	0.007894736842105263	0.015789473684210527	0.015789473684210527	0.07894736842105263	0.013157894736842105	0.039473684210526314	0.018421052631578946	0.039473684210526314	0.05263157894736842	0.007894736842105263	0.034210526315789476	0.021052631578947368	0.031578947368421054	0.07894736842105263	0.018421052631578946	0.05263157894736842	0.04473684210526316	0.07894736842105263
sp|Q16671|AMHR2_HUMAN	0.16258741258741258	0.027972027972027972	0.038461538461538464	0.03146853146853147	0.12062937062937062	0.024475524475524476	0.0017482517482517483	0.005244755244755245	0.008741258741258742	0.027972027972027972	0.03496503496503497	0.008741258741258742	0.01048951048951049	0.013986013986013986	0.03671328671328671	0.0472027972027972	0.006993006993006993	0.01048951048951049	0.01048951048951049	0.02972027972027972	0.11188811188811189	0.022727272727272728	0.04020979020979021	0.04020979020979021	0.1258741258741259
sp|Q9GZX7|AICDA_HUMAN	0.08121827411167512	0.04060913705583756	0.08629441624365482	0.04060913705583756	0.06091370558375635	0.050761421319796954	0.02030456852791878	0.025380710659898477	0.02030456852791878	0.04060913705583756	0.06598984771573604	0.015228426395939087	0.050761421319796954	0.030456852791878174	0.03553299492385787	0.03553299492385787	0.02030456852791878	0.01015228426395939	0.01015228426395939	0.04060913705583756	0.07614213197969544	0.06091370558375635	0.025380710659898477	0.015228426395939087	0.04060913705583756
sp|Q86TY3|ARMD4_HUMAN	0.1384217335058215	0.018111254851228976	0.02199223803363519	0.047865459249676584	0.1203104786545925	0.0129366106080207	0.00129366106080207	0.00129366106080207	0.007761966364812419	0.02069857697283312	0.027166882276843468	0.0038809831824062097	0.016817593790426907	0.016817593790426907	0.02069857697283312	0.042690815006468305	0.009055627425614488	0.02199223803363519	0.055627425614489	0.054333764553686936	0.12419146183699871	0.0129366106080207	0.02328589909443726	0.055627425614489	0.12419146183699871
