#	Schneider.lag1	Schneider.lag2	Schneider.lag3	Schneider.lag4	Schneider.lag5	Schneider.lag6	Schneider.lag7	Schneider.lag8	Schneider.lag9	Schneider.lag10	Schneider.lag11	Schneider.lag12	Schneider.lag13	Schneider.lag14	Schneider.lag15	Schneider.lag16	Schneider.lag17	Schneider.lag18	Schneider.lag19	Schneider.lag20	Schneider.lag21	Schneider.lag22	Schneider.lag23	Schneider.lag24	Schneider.lag25	Schneider.lag26	Schneider.lag27	Schneider.lag28	Schneider.lag29	Schneider.lag30	gGrantham.lag1	gGrantham.lag2	gGrantham.lag3	gGrantham.lag4	gGrantham.lag5	gGrantham.lag6	gGrantham.lag7	gGrantham.lag8	gGrantham.lag9	gGrantham.lag10	gGrantham.lag11	gGrantham.lag12	gGrantham.lag13	gGrantham.lag14	gGrantham.lag15	gGrantham.lag16	gGrantham.lag17	gGrantham.lag18	gGrantham.lag19	gGrantham.lag20	gGrantham.lag21	gGrantham.lag22	gGrantham.lag23	gGrantham.lag24	gGrantham.lag25	gGrantham.lag26	gGrantham.lag27	gGrantham.lag28	gGrantham.lag29	gGrantham.lag30
sp|Q9NQ94|A1CF_HUMAN	0.35682880944350776	0.35554993074324365	0.3507102588832487	0.3535722203389829	0.33692195925297147	0.34851256802721114	0.3712896592844973	0.33902702559726955	0.3636317145299144	0.34808648458904135	0.3585529296740995	0.3249444106529212	0.3511201910499137	0.3430061948275858	0.34676946804835945	0.35370588062283737	0.3533545701906411	0.34767293576388836	0.35217621217391337	0.35060482926829273	0.3564854310645725	0.35910838461538436	0.36697500350262674	0.3356732877192979	0.36125203163444686	0.3610382482394371	0.3376564144620809	0.332258537102473	0.3333858938053097	0.3531204148936172	9557.573355817874	9345.371621621622	9230.416243654823	9442.910169491526	9274.672325976231	9375.840136054421	9536.604770017037	9253.549488054607	9533.492307692308	9359.364726027397	9464.385934819897	9092.759450171821	9174.951807228916	8999.310344827587	9191.480138169258	9507.306228373702	9739.0	8864.123263888889	9094.11652173913	8915.184668989546	9345.986038394416	9997.302447552447	9451.663747810859	9293.670175438596	9328.84007029877	9628.082746478873	8901.104056437389	9035.060070671378	9248.042477876106	9299.966312056738
sp|A8K2U0|A2ML1_HUMAN	0.3311939518238119	0.32526859090909005	0.33441793866299047	0.32286377310344766	0.3295862318840574	0.32313582389502654	0.3256301354526608	0.3294234467496536	0.3315255910034601	0.3127468317174511	0.32122769092169057	0.3341180020804429	0.32906962942401063	0.31586387986111114	0.3312832550382203	0.3266900222531294	0.32655375782880924	0.3286052848189412	0.3195907763066196	0.3259082022315194	0.3255192449406835	0.3270946249999997	0.32934223340321406	0.32547197902097874	0.3378391462561225	0.32975414215686216	0.32842164751226366	0.3267701886395509	0.3276152561403503	0.3217245533707861	10263.415003441156	9627.229338842975	10294.987594762233	9757.354482758621	10160.20358868185	9768.037983425414	10115.422944022115	9995.305670816044	10314.403460207612	9661.268005540167	9779.371448371448	10013.694868238557	10129.961832061068	9615.497916666667	10112.917303683113	9811.766342141864	10029.588030619347	9833.532729805014	10012.965156794426	9988.189679218967	9783.79344033496	9825.086592178772	10074.794549266247	9933.300699300698	10209.16655003499	9871.231792717086	10154.742817098808	9998.379382889201	10016.308771929824	9775.580758426966
sp|O15254|ACOX3_HUMAN	0.37162358226037195	0.3759808008595987	0.35567308034433287	0.3701493793103446	0.3701937035971222	0.35273006051873174	0.3530478124098124	0.36601344219653165	0.34871619392185227	0.36377948405797095	0.3653636792452823	0.35294815261627893	0.3508803377001455	0.3675828061224488	0.3577514554744523	0.3668417733918129	0.3637471786237187	0.36201051466275663	0.36025671512481633	0.35653831176470574	0.36529613991163457	0.3630085575221239	0.38263809896602663	0.3629064541420115	0.3617225259259258	0.3332997106824923	0.3507310237741455	0.36930182291666674	0.3650263636363632	0.35960734328358196	10491.160228898427	10965.345272206303	10163.169296987087	10276.635057471265	10263.686330935252	10137.43227665706	10143.35064935065	10758.351156069364	10597.47467438495	10397.217391304348	10487.066763425253	10532.683139534884	10382.229985443959	10636.48833819242	10537.413138686132	10516.206140350878	10334.606149341142	10874.426686217008	10570.544787077826	10257.492647058823	10584.486008836524	10526.907079646018	10717.064992614476	10327.146449704142	10181.477037037037	9776.55934718101	10077.641901931649	10755.876488095239	10608.385991058121	9976.497014925373
sp|P86434|AAS1_HUMAN	0.3256030759493672	0.2850011974522294	0.3369211474358975	0.32375858064516155	0.30858812987012985	0.29210041176470586	0.3293041578947367	0.33552243046357627	0.3545393533333336	0.3217043221476509	0.33374567567567576	0.32808632653061265	0.3189302397260275	0.3528433724137931	0.35711490277777774	0.33670695804195805	0.3512866760563381	0.29346548226950336	0.35339568571428587	0.30580187769784184	0.3352642971014494	0.3244896496350366	0.32720425000000003	0.35253453333333346	0.3550588283582089	0.3397533383458647	0.3436115757575759	0.3042683053435115	0.3081790615384614	0.3268070465116278	10437.462025316456	9887.617834394905	11558.75641025641	10847.63870967742	11114.857142857143	10218.777777777777	11378.342105263158	10570.05298013245	11390.226666666667	11083.610738255034	11457.385135135135	11920.687074829932	10704.815068493152	11389.689655172413	11128.916666666666	11117.88111888112	12056.56338028169	11167.170212765957	11818.242857142857	10904.388489208633	11709.22463768116	10620.474452554745	11814.323529411764	11858.659259259259	12618.791044776119	11317.766917293233	12335.113636363636	10009.419847328245	10899.815384615385	11447.139534883721
sp|P05408|7B2_HUMAN	0.361492009478673	0.3922695190476193	0.34902297129186616	0.321838903846154	0.35764067632850255	0.3735403009708736	0.3866055609756097	0.34821324019607874	0.35398196551724154	0.3727738217821784	0.38393917412935336	0.3691402800000001	0.3742036834170855	0.3888534343434347	0.3473701065989848	0.3778894030612248	0.38281542564102583	0.3487438298969074	0.377843585492228	0.3979072447916668	0.3802176963350787	0.3612706105263162	0.3647163492063495	0.3961892234042553	0.38541743850267385	0.3354812688172043	0.3549814216216217	0.3860475869565219	0.3634269453551912	0.34465556593406593	10093.274881516587	10451.12380952381	9061.492822966507	8976.783653846154	9492.487922705313	9255.611650485436	10050.843902439025	9078.823529411764	8190.586206896552	9651.153465346535	9792.427860696518	9622.085	9247.542713567838	9946.0101010101	9443.010152284263	9482.913265306122	9316.0	8900.29381443299	9586.093264248704	9811.432291666666	9736.19895287958	9305.326315789474	9274.126984126984	10114.446808510638	9562.048128342247	8608.08064516129	9542.6	9367.266304347826	9362.284153005465	9188.236263736264
sp|P0DMS8|AA3R_HUMAN	0.25835335331230314	0.2509963386075951	0.2582103777777779	0.2613213821656052	0.27168341853035155	0.24160571794871835	0.26877056913183295	0.2633844967741939	0.27675442394822036	0.2711787857142861	0.26408679478827374	0.2715455653594775	0.2830082622950821	0.2785552335526315	0.2898238184818483	0.2673274271523179	0.2596461029900333	0.2776907433333334	0.27607025418060244	0.2756198523489934	0.2991385151515151	0.2860705337837839	0.29206730847457635	0.2892568367346941	0.27491526279863493	0.2898168630136987	0.28339975945017215	0.2780387827586208	0.272088965397924	0.2788932847222222	10309.094637223974	9639.037974683544	10260.438095238096	9467.070063694267	9442.191693290735	9254.692307692309	10265.430868167203	9979.41935483871	10580.16504854369	9469.52922077922	9780.540716612379	9956.369281045752	10746.724590163934	10237.220394736842	10310.86798679868	9697.291390728476	10003.142857142857	10244.28	10711.829431438127	10050.73154362416	10807.528619528619	10714.567567567568	11068.95593220339	10484.414965986394	9676.085324232083	10539.393835616438	10321.518900343643	9827.444827586207	9895.397923875433	10466.378472222223
sp|Q8N0Z2|ABRA_HUMAN	0.4066185236842105	0.41003645910290265	0.3803251481481483	0.39341056233421756	0.4587923377659575	0.4261043893333333	0.39578347593582897	0.39783016621983924	0.41488206720430093	0.3669496846361189	0.39686946216216223	0.39055331707317076	0.3767161847826085	0.39075758038147107	0.3911667814207652	0.37415299178082223	0.3926527307692309	0.3996778705234158	0.4124182099447514	0.3809751357340719	0.4117583944444447	0.40767577994428994	0.38662206424581036	0.4146641372549022	0.38598761797752806	0.37667831549295755	0.3790247457627115	0.40462420113314457	0.3915046363636364	0.3950164700854701	9389.76052631579	9631.092348284961	9018.637566137566	8448.912466843502	10149.566489361701	9689.922666666667	8606.0	9203.667560321715	9295.293010752688	8884.857142857143	9217.337837837838	9056.539295392953	8978.986413043478	9520.059945504086	8868.24043715847	9331.457534246576	9218.236263736264	9471.190082644629	9263.944751381216	9037.016620498614	9622.738888888889	9498.813370473537	8743.698324022347	9737.535014005602	9289.842696629214	8769.439436619718	9057.90395480226	9855.416430594902	8988.80965909091	9051.592592592593
sp|Q16671|AMHR2_HUMAN	0.3315427010489511	0.3337653047285465	0.3360601719298246	0.32465466432337414	0.32588334507042277	0.33931114814814844	0.3395569946996461	0.3230824654867257	0.3285317039007093	0.3178506962699822	0.3143381156583632	0.3348941247771838	0.32860824821428575	0.33093958139534846	0.3233476523297492	0.3363165619389586	0.3323897625899279	0.3372357981981982	0.33441653068592064	0.3424768119349005	0.3448071322463769	0.33384231941923775	0.3380924018181815	0.3399555428051002	0.3469272427007299	0.31937946435100506	0.3502644523809522	0.3563235192660555	0.3278282665441176	0.3280411031307549	10582.604895104894	10421.707530647986	10661.308771929824	10402.23725834798	10383.536971830987	10859.119929453263	10694.761484098939	10273.86371681416	10549.785460992907	10389.563055062166	10210.667259786476	10427.45632798574	10932.983928571428	10646.178890876565	10533.31182795699	10925.910233393177	10373.374100719424	10855.56936936937	11012.570397111913	10911.537070524413	11132.684782608696	10562.337568058076	11131.901818181817	10835.728597449908	10627.90693430657	10589.113345521024	10743.886446886447	11258.919266055045	10874.784926470587	10886.609576427256
sp|Q9GZX7|AICDA_HUMAN	0.4222247411167515	0.44078477551020445	0.39047362564102545	0.43182640206185574	0.47526837823834206	0.4434203437500002	0.42275247643979064	0.4509558263157897	0.46748703174603184	0.4160005957446807	0.37323122459893066	0.4485102311827957	0.42491785945945965	0.40780538043478265	0.40341228961748626	0.41645119780219797	0.43607792265193385	0.4208644555555556	0.4477562849162011	0.4449996235955056	0.43099599435028274	0.4350752784090908	0.46010121142857136	0.41060940804597734	0.4123668612716764	0.4114013720930233	0.43758901169590647	0.3912424764705883	0.42547423076923085	0.43818841071428566	12106.46192893401	11060.938775510203	11197.117948717949	11094.762886597939	12450.450777202073	11635.994791666666	11434.560209424084	12401.568421052632	12633.518518518518	11555.154255319148	11347.315508021391	11864.612903225807	11255.097297297298	10918.58695652174	10821.005464480875	10904.736263736264	11158.618784530387	10937.172222222222	11870.983240223464	11101.443820224718	11548.02824858757	11915.931818181818	12984.217142857144	11025.913793103447	12874.416184971098	11765.238372093023	12653.292397660818	10577.04705882353	11760.473372781065	11464.708333333334
sp|Q86TY3|ARMD4_HUMAN	0.2940777037516168	0.30413920336787525	0.3091144785992214	0.31605281038961003	0.3291401885565667	0.32194594791666636	0.3102051538461536	0.3239210456919059	0.3100545869281043	0.30848937041884805	0.3216581061598948	0.34306225984251937	0.33274341918528244	0.3374794039473686	0.3352388181818176	0.33696482585751975	0.32381782166446504	0.3381062037037035	0.32650048211920507	0.33552728514588837	0.331258580345285	0.34804660372340407	0.34000077496671083	0.3504073679999998	0.3409218291054738	0.3523820173796788	0.36412332797858044	0.3487220026809653	0.33177022550335555	0.3514449153225804	8295.360931435964	8411.915803108808	8457.723735408561	8180.571428571428	8508.879063719116	8465.326822916666	8100.043024771839	8300.54046997389	8190.469281045752	8083.4934554973825	7769.078636959371	8478.07217847769	8658.597897503285	8477.488157894737	8481.183135704874	8533.158311345647	8473.747688243066	8527.018518518518	8509.075496688742	8512.051724137931	8427.875166002656	8585.345744680852	8328.342210386152	8631.149333333333	8672.336448598131	8956.877005347593	8957.524765729586	8505.44235924933	8224.500671140939	8826.254032258064
